id,appraised_value,sq_ft,acreage,latitude,longitude,zip_code,flood_risk,,,,
10401,$ 180542,1412,0.1653,29.66941,-95.44104,77025,1,,,$,180542
10402,$ 216900,1616,0.1653,29.66941,-95.44123,77025,1,,,$,216900
10403,$ 197935,1468,0.1653,29.66941,-95.44143,77025,1,,,$,197935
10404,$ 235000,1353,0.1678,29.66941,-95.44162,77025,1,,,$,235000
10405,$ 169180,1172,0.1671,29.6694,-95.4418,77025,1,,,$,169180
10406,$ 232191,1798,0.1671,29.66937,-95.44197,77025,1,,,$,232191
10407,$ 212084,1352,0.18,29.66934,-95.44215,77025,1,,,$,212084
10408,$ 184000,1376,0.1813,29.66931,-95.44233,77025,1,,,$,184000
10409,$ 228667,1455,0.1904,29.66927,-95.44249,77025,1,,,$,228667
10410,$ 200065,1470,0.1709,29.66921,-95.44265,77025,1,,,$,200065
10411,$ 204993,1285,0.1676,29.66916,-95.4428,77025,1,,,$,204993
10412,$ 198822,1292,0.1745,29.6691,-95.44294,77025,1,,,$,198822
10413,$ 197652,1295,0.1709,29.66906,-95.44309,77025,1,,,$,197652
10414,$ 211450,1438,0.1748,29.66897,-95.44324,77025,1,,,$,211450
10415,$ 250992,1510,0.247,29.6693,-95.4437,77025,1,,,$,250992
10416,$ 198131,1178,0.1671,29.66949,-95.44374,77025,1,,,$,198131
10417,$ 206400,1398,0.1697,29.66964,-95.44377,77025,1,,,$,206400
10418,$ 215425,1922,0.1723,29.6698,-95.44379,77025,1,,,$,215425
10419,$ 445319,2283,0.2306,29.66999,-95.44381,77025,1,,,$,445319
10420,$ 220010,1503,0.2086,29.66948,-95.44341,77025,1,,,$,220010
10421,$ 215639,1545,0.1996,29.66958,-95.44325,77025,1,,,$,215639
10422,$ 288045,1981,0.1808,29.66965,-95.44307,77025,1,,,$,288045
10423,$ 218404,1369,0.1708,29.66971,-95.44288,77025,1,,,$,218404
10425,$ 215403,1518,0.1905,29.66982,-95.44247,77025,1,,,$,215403
10426,$ 217675,1515,0.1951,29.66986,-95.44227,77025,1,,,$,217675
10428,$ 215281,1752,0.1905,29.6699,-95.44183,77025,1,,,$,215281
10429,$ 206538,1545,0.1708,29.66991,-95.44162,77025,1,,,$,206538
10430,$ 209539,1456,0.1653,29.66991,-95.44144,77025,1,,,$,209539
10431,$ 170000,1352,0.1653,29.66991,-95.44124,77025,1,,,$,170000
10432,$ 193800,1732,0.1653,29.66991,-95.44105,77025,1,,,$,193800
10433,$ 243159,1777,0.1653,29.66991,-95.44086,77025,1,,,$,243159
10434,$ 203265,1698,0.1653,29.66991,-95.44067,77025,1,,,$,203265
10435,$ 210435,1352,0.1653,29.66991,-95.44048,77025,1,,,$,210435
10436,$ 243816,1708,0.1653,29.66992,-95.4403,77025,1,,,$,243816
10437,$ 226381,1543,0.1928,29.66992,-95.4401,77025,1,,,$,226381
10438,$ 212987,1503,0.1928,29.67025,-95.4401,77025,1,,,$,212987
10439,$ 278939,1853,0.1653,29.67025,-95.4403,77025,1,,,$,278939
10440,$ 201587,1710,0.1653,29.67025,-95.44049,77025,1,,,$,201587
10441,$ 208725,1370,0.1653,29.67025,-95.44068,77025,1,,,$,208725
10442,$ 190000,1117,0.1653,29.67024,-95.44087,77025,1,,,$,190000
10443,$ 180080,1279,0.1653,29.67024,-95.44106,77025,1,,,$,180080
10444,$ 175657,1105,0.1653,29.67024,-95.44125,77025,1,,,$,175657
10446,$ 193710,1088,0.1653,29.67024,-95.44163,77025,1,,,$,193710
10447,$ 174767,1308,0.1653,29.67023,-95.44182,77025,1,,,$,174767
10449,$ 210539,1886,0.1707,29.67022,-95.4422,77025,1,,,$,210539
10450,$ 256567,1536,0.1749,29.67021,-95.44238,77025,1,,,$,256567
10451,$ 223022,1571,0.1877,29.67018,-95.44257,77025,1,,,$,223022
10452,$ 173731,1231,0.1957,29.67015,-95.44273,77025,1,,,$,173731
10453,$ 229155,1543,0.2057,29.67011,-95.44291,77025,1,,,$,229155
10454,$ 173729,1325,0.2096,29.67007,-95.44306,77025,1,,,$,173729
10455,$ 226395,1241,0.2425,29.67002,-95.44325,77025,1,,,$,226395
10456,$ 266425,1382,0.317,29.66996,-95.44345,77025,1,,,$,266425
10457,$ 262624,1419,0.1653,29.67074,-95.44383,77025,1,,,$,262624
10458,$ 191181,1105,0.1653,29.67057,-95.44383,77025,1,,,$,191181
10460,$ 308544,1921,0.2013,29.67055,-95.44356,77025,1,,,$,308544
10461,$ 298308,2095,0.2794,29.67065,-95.44342,77025,1,,,$,298308
10462,$ 246505,1582,0.2417,29.67066,-95.44321,77025,1,,,$,246505
10463,$ 222723,1380,0.2145,29.67069,-95.443,77025,1,,,$,222723
10464,$ 216800,1506,0.1969,29.67071,-95.44281,77025,1,,,$,216800
10465,$ 202887,1271,0.1822,29.67072,-95.44259,77025,1,,,$,202887
10466,$ 188103,1400,0.1722,29.67073,-95.4424,77025,1,,,$,188103
10467,$ 193910,1205,0.1681,29.67072,-95.4422,77025,1,,,$,193910
10468,$ 192154,1600,0.1653,29.67073,-95.44201,77025,1,,,$,192154
10469,$ 190628,1347,0.1653,29.67073,-95.44182,77025,1,,,$,190628
10470,$ 237432,1950,0.1653,29.67073,-95.44163,77025,1,,,$,237432
10471,$ 266796,1565,0.1653,29.67073,-95.44144,77025,1,,,$,266796
10472,$ 221080,1421,0.1653,29.67074,-95.44125,77025,1,,,$,221080
10473,$ 193000,1672,0.1653,29.67074,-95.44106,77025,1,,,$,193000
10474,$ 207549,1687,0.1653,29.67074,-95.44087,77025,1,,,$,207549
10475,$ 206019,1802,0.1653,29.67074,-95.44069,77025,1,,,$,206019
10476,$ 198363,1435,0.1653,29.67074,-95.4405,77025,1,,,$,198363
10477,$ 187437,2167,0.1653,29.67075,-95.44031,77025,1,,,$,187437
10478,$ 190927,1226,0.1928,29.67075,-95.4401,77025,1,,,$,190927
10479,$ 207475,1967,0.1687,29.66917,-95.44418,77025,1,,,$,207475
10480,$ 189638,1481,0.1697,29.66908,-95.44433,77025,1,,,$,189638
10481,$ 196092,1503,0.1722,29.66899,-95.44451,77025,1,,,$,196092
10482,$ 170000,1730,0.1641,29.66889,-95.44466,77025,1,,,$,170000
10485,$ 202862,1514,0.1951,29.66959,-95.44475,77025,1,,,$,202862
10486,$ 170500,1040,0.1598,29.66975,-95.44476,77025,1,,,$,170500
10488,$ 198155,1531,0.1598,29.67023,-95.44477,77025,1,,,$,198155
10489,$ 189464,1080,0.1598,29.6704,-95.44477,77025,1,,,$,189464
10490,$ 189486,1140,0.1598,29.67056,-95.44477,77025,1,,,$,189486
10491,$ 165000,1019,0.1598,29.67072,-95.44478,77025,1,,,$,165000
10492,$ 207500,1168,0.1653,29.6707,-95.4444,77025,1,,,$,207500
10493,$ 202089,1758,0.1653,29.67053,-95.44439,77025,1,,,$,202089
10494,$ 193879,1520,0.1653,29.67037,-95.44439,77025,1,,,$,193879
10495,$ 195000,1554,0.1653,29.6702,-95.44439,77025,1,,,$,195000
10496,$ 180000,1554,0.1598,29.67004,-95.44439,77025,1,,,$,180000
10497,$ 207913,1499,0.1688,29.66988,-95.44438,77025,1,,,$,207913
10498,$ 193080,1216,0.174,29.66971,-95.44437,77025,1,,,$,193080
10499,$ 179363,1144,0.1652,29.66954,-95.44435,77025,1,,,$,179363
10500,$ 159000,1132,0.1965,29.66937,-95.44432,77025,1,,,$,159000
10501,$ 263808,1949,0.2258,29.66873,-95.44503,77025,1,,,$,263808
10502,$ 214000,1684,0.1931,29.66865,-95.44522,77025,1,,,$,214000
10503,$ 228155,1962,0.194,29.66859,-95.44541,77025,1,,,$,228155
10504,$ 256358,1632,0.2263,29.66852,-95.44563,77025,1,,,$,256358
10505,$ 189828,1284,0.1597,29.66876,-95.44565,77025,1,,,$,189828
10506,$ 175007,1109,0.1648,29.66891,-95.44563,77025,1,,,$,175007
10507,$ 206784,1576,0.1694,29.66906,-95.44565,77025,1,,,$,206784
10508,$ 163000,1043,0.1723,29.66922,-95.44567,77025,1,,,$,163000
10509,$ 253081,1076,0.1674,29.66938,-95.44568,77025,1,,,$,253081
10510,$ 184066,1008,0.1625,29.66954,-95.44568,77025,1,,,$,184066
10512,$ 185038,1140,0.1625,29.66987,-95.44569,77025,1,,,$,185038
10513,$ 178289,1080,0.1625,29.67003,-95.4457,77025,1,,,$,178289
10514,$ 160000,970,0.1625,29.67019,-95.4457,77025,1,,,$,160000
10515,$ 216000,1076,0.1625,29.67036,-95.4457,77025,1,,,$,216000
10516,$ 187505,1329,0.1625,29.67069,-95.44572,77025,1,,,$,187505
10517,$ 194569,1108,0.1612,29.67071,-95.44534,77025,1,,,$,194569
10518,$ 166900,1028,0.1612,29.67054,-95.44534,77025,1,,,$,166900
10519,$ 177156,1306,0.1598,29.67038,-95.44533,77025,1,,,$,177156
10520,$ 172439,950,0.1598,29.67022,-95.44533,77025,1,,,$,172439
10521,$ 179434,1218,0.1598,29.67006,-95.44533,77025,1,,,$,179434
10522,$ 188648,1213,0.1598,29.6699,-95.44532,77025,1,,,$,188648
10523,$ 160091,1100,0.1598,29.66974,-95.44532,77025,1,,,$,160091
10524,$ 272157,1481,0.1782,29.66957,-95.44532,77025,1,,,$,272157
10525,$ 225419,1284,0.2125,29.66937,-95.4453,77025,1,,,$,225419
10526,$ 226493,1662,0.2391,29.66896,-95.44521,77025,1,,,$,226493
10527,$ 191872,1508,0.1791,29.67487,-95.44637,77025,2,,,$,191872
10528,$ 269987,1958,0.1791,29.67503,-95.44637,77025,2,,,$,269987
10529,$ 209480,2392,0.1791,29.67519,-95.44638,77025,2,,,$,209480
10530,$ 173700,1040,0.1791,29.67536,-95.44638,77025,2,,,$,173700
10531,$ 233841,1715,0.1791,29.67552,-95.44639,77025,2,,,$,233841
10532,$ 188084,1391,0.1791,29.67568,-95.44639,77025,2,,,$,188084
10533,$ 219235,1339,0.1791,29.67585,-95.4464,77025,2,,,$,219235
10534,$ 207979,1637,0.1791,29.67601,-95.4464,77025,2,,,$,207979
10535,$ 212300,1400,0.1791,29.67617,-95.4464,77025,2,,,$,212300
10536,$ 221208,1242,0.1791,29.67634,-95.44641,77025,2,,,$,221208
10537,$ 193715,1428,0.1791,29.67651,-95.44641,77025,2,,,$,193715
10538,$ 191241,1375,0.1791,29.67668,-95.44642,77025,2,,,$,191241
10539,$ 155000,1118,0.1791,29.67702,-95.44643,77025,2,,,$,155000
10540,$ 155000,1092,0.1791,29.67718,-95.44643,77025,2,,,$,155000
10541,$ 222225,1669,0.194,29.67735,-95.44644,77025,3,,,$,222225
10542,$ 155000,1429,0.194,29.67753,-95.44644,77025,3,,,$,155000
10543,$ 224869,1152,0.194,29.67771,-95.44644,77025,3,,,$,224869
10544,$ 218600,1676,0.194,29.67789,-95.44645,77025,3,,,$,218600
10545,$ 275449,1777,0.194,29.67807,-95.44645,77025,3,,,$,275449
10546,$ 177000,1352,0.194,29.67825,-95.44646,77025,3,,,$,177000
10547,$ 185100,1264,0.194,29.67843,-95.44646,77025,3,,,$,185100
10548,$ 207961,1503,0.194,29.67861,-95.44647,77025,3,,,$,207961
10549,$ 202000,1429,0.1791,29.67878,-95.44647,77025,3,,,$,202000
10550,$ 199483,1586,0.2256,29.67871,-95.44594,77025,3,,,$,199483
10551,$ 189207,1518,0.1667,29.6787,-95.44553,77025,3,,,$,189207
10552,$ 195382,1681,0.1667,29.67871,-95.44534,77025,2,,,$,195382
10553,$ 171643,1505,0.1681,29.67871,-95.44515,77025,2,,,$,171643
10554,$ 180833,1444,0.1681,29.67871,-95.44496,77025,2,,,$,180833
10555,$ 165899,1396,0.1681,29.67871,-95.44477,77025,2,,,$,165899
10556,$ 183763,1472,0.1694,29.67871,-95.44458,77025,2,,,$,183763
10557,$ 179837,1389,0.1694,29.67871,-95.44439,77025,2,,,$,179837
10558,$ 183393,1428,0.1704,29.67871,-95.4442,77025,2,,,$,183393
10559,$ 160000,1601,0.1704,29.67872,-95.44402,77025,3,,,$,160000
10560,$ 156427,1697,0.1627,29.67872,-95.44383,77025,3,,,$,156427
10561,$ 223100,1579,0.1645,29.67872,-95.44364,77025,3,,,$,223100
10562,$ 178005,1295,0.1587,29.67873,-95.44346,77025,3,,,$,178005
10563,$ 154158,2574,0.157,29.67874,-95.44327,77025,2,,,$,154158
10564,$ 189490,1603,0.1842,29.67873,-95.44305,77025,2,,,$,189490
10565,$ 269200,1488,0.245,29.67826,-95.44586,77025,3,,,$,269200
10566,$ 247965,1800,0.1977,29.67805,-95.44586,77025,2,,,$,247965
10567,$ 265195,1363,0.2405,29.67784,-95.44587,77025,2,,,$,265195
10568,$ 213832,1449,0.1653,29.67822,-95.44558,77025,3,,,$,213832
10569,$ 212393,1351,0.1653,29.67822,-95.44539,77025,2,,,$,212393
10570,$ 241093,1442,0.1653,29.67822,-95.4452,77025,2,,,$,241093
10571,$ 234517,1550,0.1653,29.67822,-95.44501,77025,2,,,$,234517
10572,$ 240829,1657,0.1653,29.67822,-95.44482,77025,2,,,$,240829
10573,$ 196240,1227,0.1653,29.67822,-95.44463,77025,2,,,$,196240
10574,$ 200000,1454,0.1653,29.67822,-95.44444,77025,2,,,$,200000
10575,$ 248927,1944,0.1653,29.67822,-95.44425,77025,2,,,$,248927
10576,$ 203579,1670,0.1653,29.67823,-95.44406,77025,2,,,$,203579
10577,$ 256926,2092,0.2066,29.67823,-95.44386,77025,2,,,$,256926
10578,$ 248947,1540,0.1956,29.67823,-95.44362,77025,2,,,$,248947
10579,$ 205558,1301,0.1653,29.67825,-95.44341,77025,2,,,$,205558
10580,$ 257997,1452,0.2314,29.67831,-95.44312,77025,2,,,$,257997
10581,$ 293349,2864,0.1928,29.67811,-95.44312,77025,2,,,$,293349
10582,$ 272616,2169,0.2351,29.67789,-95.44312,77025,2,,,$,272616
10583,$ 220002,1838,0.1639,29.67793,-95.44341,77025,2,,,$,220002
10584,$ 232089,1455,0.1956,29.67792,-95.44362,77025,2,,,$,232089
10585,$ 273151,2553,0.2066,29.67791,-95.44384,77025,2,,,$,273151
10586,$ 291300,2382,0.1653,29.67791,-95.44406,77025,2,,,$,291300
10587,$ 210925,1368,0.1653,29.6779,-95.44425,77025,2,,,$,210925
10588,$ 200332,1368,0.1653,29.6779,-95.44444,77025,2,,,$,200332
10589,$ 211834,1210,0.1653,29.6779,-95.44462,77025,2,,,$,211834
10590,$ 210200,1354,0.1653,29.67789,-95.44481,77025,2,,,$,210200
10591,$ 208000,1424,0.1653,29.67789,-95.445,77025,2,,,$,208000
10592,$ 216552,1629,0.1653,29.67789,-95.44519,77025,2,,,$,216552
10593,$ 223678,1413,0.1653,29.67789,-95.44538,77025,2,,,$,223678
10594,$ 213201,1467,0.1653,29.67789,-95.44557,77025,2,,,$,213201
10595,$ 253365,1733,0.2333,29.67743,-95.44585,77025,2,,,$,253365
10596,$ 215500,1238,0.1945,29.67722,-95.44585,77025,1,,,$,215500
10597,$ 256792,1838,0.2342,29.67701,-95.44584,77025,1,,,$,256792
10598,$ 187000,1453,0.1653,29.67739,-95.44556,77025,1,,,$,187000
10599,$ 218325,1490,0.1653,29.67739,-95.44537,77025,1,,,$,218325
10600,$ 241213,1758,0.1653,29.6774,-95.44518,77025,1,,,$,241213
10601,$ 238055,1344,0.1653,29.6774,-95.445,77025,1,,,$,238055
10602,$ 208000,1387,0.1653,29.6774,-95.4448,77025,1,,,$,208000
10603,$ 225000,1456,0.1653,29.67741,-95.44461,77025,1,,,$,225000
10604,$ 231823,1570,0.2066,29.67741,-95.4444,77025,1,,,$,231823
10605,$ 229398,1568,0.1653,29.67741,-95.4442,77025,1,,,$,229398
10606,$ 211865,1432,0.1694,29.67741,-95.44401,77025,1,,,$,211865
10607,$ 170000,1344,0.1791,29.6774,-95.44382,77025,1,,,$,170000
10608,$ 292752,2623,0.1935,29.67739,-95.44362,77025,1,,,$,292752
10609,$ 290470,1758,0.2605,29.67748,-95.44313,77025,2,,,$,290470
10610,$ 145000,1391,0.1701,29.67727,-95.44311,77025,2,,,$,145000
10611,$ 195675,1419,0.2539,29.67701,-95.44302,77025,2,,,$,195675
10612,$ 250000,1407,0.245,29.67701,-95.44326,77025,1,,,$,250000
10613,$ 271584,1434,0.2697,29.67693,-95.44343,77025,1,,,$,271584
10614,$ 270000,1793,0.2674,29.67679,-95.44359,77025,1,,,$,270000
10615,$ 263761,1460,0.2168,29.67706,-95.44402,77025,1,,,$,263761
10616,$ 210000,1662,0.1991,29.67708,-95.44424,77025,1,,,$,210000
10617,$ 256006,1806,0.1889,29.67708,-95.44447,77025,1,,,$,256006
10618,$ 241835,2210,0.1873,29.67707,-95.44468,77025,1,,,$,241835
10619,$ 200000,1590,0.1873,29.67707,-95.4449,77025,1,,,$,200000
10620,$ 231318,1594,0.1873,29.67707,-95.44511,77025,1,,,$,231318
10621,$ 264522,1935,0.1873,29.67706,-95.44532,77025,1,,,$,264522
10622,$ 247714,1674,0.1866,29.67706,-95.44554,77025,1,,,$,247714
10624,$ 248920,1587,0.2131,29.67657,-95.44566,77025,1,,,$,248920
10625,$ 267496,1500,0.2303,29.67658,-95.44541,77025,1,,,$,267496
10626,$ 255610,1609,0.1901,29.67631,-95.44583,77025,1,,,$,255610
10627,$ 228010,1453,0.1653,29.67613,-95.44582,77025,1,,,$,228010
10628,$ 215065,1408,0.1653,29.67596,-95.44582,77025,1,,,$,215065
10629,$ 225495,1396,0.1653,29.6758,-95.44581,77025,1,,,$,225495
10630,$ 244611,1882,0.1653,29.67563,-95.44581,77025,1,,,$,244611
10631,$ 221730,1432,0.1653,29.67547,-95.44581,77025,1,,,$,221730
10632,$ 212397,1406,0.1653,29.6753,-95.4458,77025,1,,,$,212397
10633,$ 212149,1414,0.1653,29.67514,-95.4458,77025,1,,,$,212149
10634,$ 175000,1705,0.1653,29.67497,-95.4458,77025,1,,,$,175000
10636,$ 247456,1940,0.1653,29.67531,-95.44543,77025,1,,,$,247456
10637,$ 228695,1471,0.1653,29.67547,-95.44543,77025,1,,,$,228695
10638,$ 249742,1491,0.1653,29.67564,-95.44544,77025,1,,,$,249742
10639,$ 200000,1262,0.1653,29.6758,-95.44544,77025,1,,,$,200000
10640,$ 254676,2028,0.1653,29.67597,-95.44544,77025,1,,,$,254676
10641,$ 227000,2026,0.1653,29.67614,-95.44545,77025,1,,,$,227000
10642,$ 230243,1564,0.1901,29.67632,-95.44545,77025,1,,,$,230243
10643,$ 258331,1984,0.1653,29.67658,-95.44496,77025,1,,,$,258331
10644,$ 214047,1436,0.1625,29.67658,-95.44474,77025,1,,,$,214047
10645,$ 213650,1475,0.1625,29.67659,-95.44456,77025,1,,,$,213650
10646,$ 200000,1328,0.1673,29.6766,-95.44436,77025,1,,,$,200000
10647,$ 248894,1540,0.2253,29.67659,-95.44412,77025,1,,,$,248894
10648,$ 254330,1496,0.2381,29.67647,-95.44388,77025,1,,,$,254330
10649,$ 230297,1513,0.219,29.67618,-95.44482,77025,1,,,$,230297
10650,$ 223766,1512,0.1832,29.67601,-95.44486,77025,1,,,$,223766
10651,$ 234696,1718,0.1653,29.67584,-95.44488,77025,1,,,$,234696
10652,$ 241817,1949,0.1653,29.67568,-95.44487,77025,1,,,$,241817
10653,$ 220234,2045,0.1653,29.67551,-95.44487,77025,1,,,$,220234
10654,$ 207744,1520,0.1653,29.67534,-95.44486,77025,1,,,$,207744
10655,$ 229252,1936,0.1653,29.67518,-95.44486,77025,1,,,$,229252
10656,$ 209557,1295,0.1653,29.67502,-95.44486,77025,1,,,$,209557
10657,$ 228265,1408,0.1901,29.67505,-95.44449,77025,1,,,$,228265
10658,$ 225924,1648,0.1917,29.67523,-95.44449,77025,1,,,$,225924
10659,$ 233530,1582,0.2049,29.67542,-95.44448,77025,1,,,$,233530
10660,$ 253471,1444,0.2423,29.67561,-95.44447,77025,1,,,$,253471
10661,$ 249000,1434,0.2627,29.67581,-95.44444,77025,1,,,$,249000
10662,$ 286069,1540,0.2846,29.676,-95.44442,77025,1,,,$,286069
10663,$ 228122,931,0.265,29.67617,-95.44431,77025,1,,,$,228122
10664,$ 241140,1446,0.246,29.67631,-95.44414,77025,1,,,$,241140
10665,$ 251849,1519,0.2477,29.67634,-95.44478,77025,1,,,$,251849
10666,$ 443476,2886,0.2137,29.67541,-95.44389,77025,1,,,$,443476
10667,$ 222888,1521,0.1765,29.67556,-95.44385,77025,1,,,$,222888
10668,$ 212929,1360,0.159,29.67573,-95.44381,77025,1,,,$,212929
10669,$ 218000,1606,0.1737,29.67587,-95.44373,77025,1,,,$,218000
10670,$ 212000,1484,0.1156,29.676,-95.44364,77025,1,,,$,212000
10671,$ 392944,3690,0.278,29.67613,-95.44348,77025,1,,,$,392944
10672,$ 239217,2064,0.1962,29.67547,-95.44358,77025,1,,,$,239217
10673,$ 219298,1352,0.1807,29.67547,-95.44339,77025,1,,,$,219298
10674,$ 235000,2178,0.1653,29.67546,-95.4432,77025,1,,,$,235000
10675,$ 204500,1339,0.1653,29.67546,-95.44301,77025,1,,,$,204500
10676,$ 221364,1354,0.1653,29.67546,-95.44282,77025,1,,,$,221364
10677,$ 221017,1910,0.1653,29.67547,-95.44263,77025,1,,,$,221017
10678,$ 232449,1384,0.1653,29.67547,-95.44244,77025,1,,,$,232449
10679,$ 260000,1807,0.1653,29.67547,-95.44225,77025,1,,,$,260000
10680,$ 226121,1526,0.1653,29.67547,-95.44206,77025,1,,,$,226121
10681,$ 246937,2145,0.1653,29.67547,-95.44187,77025,1,,,$,246937
10682,$ 205991,1368,0.1653,29.67547,-95.44169,77025,1,,,$,205991
10683,$ 215097,1508,0.1653,29.67547,-95.4415,77025,1,,,$,215097
10684,$ 213161,1352,0.1653,29.67548,-95.44131,77025,1,,,$,213161
10685,$ 186000,1325,0.1653,29.67548,-95.44112,77025,1,,,$,186000
10686,$ 213529,1426,0.1653,29.67548,-95.44093,77025,1,,,$,213529
10687,$ 211900,1368,0.1653,29.67548,-95.44074,77025,1,,,$,211900
10688,$ 213000,1315,0.1653,29.67548,-95.44055,77025,1,,,$,213000
10689,$ 213414,1362,0.1653,29.67549,-95.44036,77025,1,,,$,213414
10690,$ 292199,2767,0.1928,29.67549,-95.44015,77025,1,,,$,292199
10691,$ 208846,1570,0.1928,29.67582,-95.44016,77025,1,,,$,208846
10692,$ 205000,1368,0.1653,29.67581,-95.44036,77025,1,,,$,205000
10693,$ 204000,1494,0.1653,29.67581,-95.44055,77025,1,,,$,204000
10694,$ 216180,1448,0.1653,29.67581,-95.44074,77025,1,,,$,216180
10695,$ 221911,1570,0.1653,29.67581,-95.44094,77025,1,,,$,221911
10696,$ 226988,1553,0.1653,29.6758,-95.44115,77025,1,,,$,226988
10697,$ 220066,1580,0.1653,29.6758,-95.44135,77025,1,,,$,220066
10698,$ 225557,1608,0.1653,29.6758,-95.44156,77025,1,,,$,225557
10699,$ 216000,1735,0.1653,29.6758,-95.44176,77025,1,,,$,216000
10700,$ 294840,2285,0.1653,29.6758,-95.44197,77025,1,,,$,294840
10701,$ 227333,1508,0.1653,29.6758,-95.44218,77025,1,,,$,227333
10702,$ 201650,1360,0.1791,29.6758,-95.44238,77025,1,,,$,201650
10703,$ 244437,1530,0.2011,29.67579,-95.4426,77025,1,,,$,244437
10704,$ 260000,1748,0.2211,29.6758,-95.44284,77025,1,,,$,260000
10705,$ 272836,1494,0.2574,29.67583,-95.4431,77025,1,,,$,272836
10706,$ 306140,1656,0.334,29.67585,-95.44332,77025,1,,,$,306140
10707,$ 241000,1410,0.2178,29.67642,-95.44316,77025,1,,,$,241000
10708,$ 174600,2189,0.1859,29.67629,-95.44289,77025,1,,,$,174600
10709,$ 225810,1365,0.1607,29.67629,-95.44266,77025,1,,,$,225810
10710,$ 234950,1451,0.1701,29.6763,-95.44243,77025,1,,,$,234950
10711,$ 237609,1449,0.1761,29.67631,-95.44223,77025,1,,,$,237609
10712,$ 221000,1459,0.1791,29.67631,-95.44203,77025,1,,,$,221000
10713,$ 214000,1474,0.1791,29.67631,-95.44182,77025,1,,,$,214000
10714,$ 217040,1492,0.1791,29.67631,-95.44161,77025,1,,,$,217040
10715,$ 209908,1682,0.1791,29.67631,-95.4414,77025,1,,,$,209908
10716,$ 226544,1650,0.1791,29.67632,-95.44119,77025,2,,,$,226544
10717,$ 229220,1323,0.1791,29.67632,-95.44098,77025,2,,,$,229220
10718,$ 236920,1572,0.1791,29.67632,-95.44078,77025,2,,,$,236920
10719,$ 237599,1690,0.1791,29.67632,-95.44058,77025,2,,,$,237599
10720,$ 224320,1416,0.1791,29.67632,-95.44037,77025,2,,,$,224320
10721,$ 226803,1391,0.1928,29.67633,-95.44016,77025,2,,,$,226803
10722,$ 247515,1720,0.1683,29.6766,-95.44266,77025,2,,,$,247515
10723,$ 259221,1781,0.1843,29.67656,-95.4429,77025,1,,,$,259221
10724,$ 193438,1330,0.1517,29.67874,-95.44266,77025,3,,,$,193438
10725,$ 138152,1236,0.1532,29.67875,-95.44248,77025,3,,,$,138152
10726,$ 190424,2193,0.1531,29.67875,-95.44229,77025,3,,,$,190424
10727,$ 183394,1436,0.1532,29.67875,-95.4421,77025,3,,,$,183394
10728,$ 183886,2182,0.1545,29.67875,-95.44191,77025,3,,,$,183886
10729,$ 260501,2117,0.1545,29.67875,-95.44172,77025,3,,,$,260501
10730,$ 173268,1664,0.1559,29.67876,-95.44153,77025,3,,,$,173268
10731,$ 185525,1414,0.1559,29.67876,-95.44134,77025,3,,,$,185525
10732,$ 153012,1651,0.156,29.67876,-95.44115,77025,3,,,$,153012
10733,$ 199000,1544,0.1573,29.67877,-95.44096,77025,3,,,$,199000
10734,$ 135000,1436,0.1573,29.67877,-95.44078,77025,3,,,$,135000
10735,$ 140997,1380,0.1587,29.67877,-95.44059,77025,3,,,$,140997
10736,$ 184000,1427,0.1587,29.67877,-95.4404,77025,3,,,$,184000
10740,$ 291911,2001,0.2107,29.68881,-95.43967,77025,3,,,$,291911
10741,$ 301535,2049,0.2355,29.689,-95.43967,77025,3,,,$,301535
10742,$ 254964,2920,0.2439,29.68943,-95.43968,77025,3,,,$,254964
10743,$ 422471,3581,0.3436,29.68926,-95.43908,77025,3,,,$,422471
10744,$ 267700,3891,0.3191,29.68925,-95.4388,77025,3,,,$,267700
10746,$ 258100,2073,0.3007,29.68952,-95.43736,77025,3,,,$,258100
10750,$ 256900,2230,0.2984,29.68999,-95.43623,77025,3,,,$,256900
10755,$ 352000,2226,0.2387,29.6897,-95.43597,77025,3,,,$,352000
10757,$ 361977,3804,0.2387,29.68952,-95.4364,77025,3,,,$,361977
10765,$ 400000,1915,0.2248,29.68699,-95.43509,77025,3,,,$,400000
10766,$ 296910,1950,0.214,29.68698,-95.43486,77025,3,,,$,296910
10768,$ 359117,2178,0.2232,29.68743,-95.43497,77025,3,,,$,359117
10769,$ 316794,1831,0.229,29.68761,-95.43496,77025,3,,,$,316794
10770,$ 352500,2077,0.2128,29.68782,-95.43495,77025,3,,,$,352500
10772,$ 287716,1577,0.2198,29.68824,-95.43497,77025,3,,,$,287716
10773,$ 310000,2311,0.22,29.68843,-95.43498,77025,3,,,$,310000
10775,$ 439400,1682,0.2184,29.68884,-95.43498,77025,3,,,$,439400
10777,$ 314559,2708,0.2049,29.68923,-95.43496,77025,3,,,$,314559
10779,$ 363630,2180,0.2218,29.68971,-95.43495,77025,3,,,$,363630
10781,$ 409544,1886,0.3481,29.69021,-95.43503,77025,3,,,$,409544
10782,$ 366806,3343,0.3385,29.69044,-95.4352,77025,3,,,$,366806
10783,$ 251061,4067,0.2543,29.69055,-95.43492,77025,3,,,$,251061
10784,$ 377180,2411,0.235,29.68649,-95.43508,77025,3,,,$,377180
10785,$ 424897,3167,0.2608,29.68734,-95.43948,77025,3,,,$,424897
